year,title,universalism,egalitarianism,progress
1999,Star Wars Episode I The Phantom Menace eng,0.43999999999999995,0.3057692307692308,0.5029411764705882
1984,Terms.of.Endearment.1983.720p.BluRay.X264-AMIABLE,0.276056338028169,0.1278688524590164,0.07761194029850747
2021,Venom.Let.There.Be.Carnage.2021.HDRip.XviD.AC3-EVO,-0.22542372881355932,-0.2563636363636364,-0.2017857142857143
1992,waynes.world.1992.DVDRip.XviD.FBM.ENG,0.3568627450980392,0.34090909090909083,0.4771929824561404
2000,Gladiator.EXTENDED.EDITION.2000.BluRay.1080p.DTS.x264.dxva-EuReKA.ENG,0.43934426229508194,0.2033898305084745,0.21132075471698114
2000,X-Men ;[2000];[1080p];[Shadowl0rd].ENG,0.3379310344827585,0.3310344827586207,0.24285714285714285
2022,Doctor.Strange.in.the.Multiverse.of.Madness.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264,0.003703703703703687,0.05531914893617021,0.018518518518518545
1986,Back to School (1986).ENG,0.24062500000000003,0.08421052631578949,0.352112676056338
1996,The.Birdcage.1996.720p.BluRay.X264-AMIABLE-HI,0.5090909090909091,0.44637681159420284,0.2636363636363636
1984,Beverly.Hills.Cop.1984.720p.BluRay.x264.DTS-WiKi.eng,0.09767441860465115,0.0,0.12631578947368421
2001,Jurassic.Park.III[2001]DvDrip-aXXo,0.33055555555555555,0.20967741935483872,0.3305555555555555
1987,The.Untouchables.1987.720p.BluRay.DTS.x264-ESiR.ENG,0.3124999999999999,0.15227272727272734,0.235
1981,Endless.Love,0.3977272727272726,0.3,0.07142857142857142
2005,Mr.And.Mrs.Smith.2005.1080p.BluRay.x264-TiMELORDS.ENG,0.2545454545454545,0.17368421052631577,0.22499999999999998
2014,The.Lego.Movie.2014.BluRay.720p.x264.DTS-HDWinG,0.4892857142857142,0.3917808219178082,0.5318181818181819
1988,Cocktail Eng,0.08571428571428569,-0.12272727272727273,0.12400000000000003
1984,Star Trek 03 Search For Spock 1984 1280x544.eng,0.6310344827586206,0.5058823529411764,0.4372549019607843
2015,Inside.Out.2015.1080p.WEB-DL.AAC2.0.H264-RARBG,0.09824561403508772,0.1358490566037736,0.07017543859649127
2008,Wall-E[2008]DvDrip-aXXo.en,0.7255813953488374,0.6078947368421053,0.6975609756097563
1977,The Turning Point 1977 720p BRRip x264-PLAYNOW,0.21428571428571425,0.12500000000000003,0.15319148936170213
2001,Planet.of.the.Apes.2001.BluRay.720p.x264.DTS-MySiLU.eng,0.23333333333333334,0.15428571428571428,0.15277777777777776
1993,Few Good Men (1992).DVD.NonHI.pcc.en.CLMB,-0.12380952380952381,-0.0672566371681416,-0.10181818181818182
2023,Ant.Man.And.The.Wasp.Quantumania.2023.1080p.WEB-DL.DDP5.1.Atmos.H.264-CMRG,0.29130434782608694,0.265625,0.31129032258064515
1995,Casper.1995.720p.BluRay.X264-AMIABLE,0.40888888888888886,0.3128205128205127,0.22499999999999998
2010,dmd-ts3,0.27058823529411763,0.1770833333333333,0.1282608695652174
1998,Saving.Private.Ryan.720p.HDTV.Premiere.DTS.x264-ESiR,0.276056338028169,0.2380952380952381,0.11212121212121212
2009,The.Blind.Side.2009.720p.BluRay.x264.YIFY.eng,0.7152941176470586,0.6253333333333333,0.5529411764705884
1986,Star Trek 04 Voyage Home 1986 1280x544.eng,0.6738461538461539,0.5964912280701755,0.6723076923076923
1985,Rocky IV,0.5914893617021277,0.47560975609756084,0.6666666666666666
2015,Cinderella. 2015. 720p. BluRay. x264-SPARKS,0.49726027397260275,0.34545454545454546,0.4107692307692308
1982,Poltergeist.1982.1080p.BluRay.x264-iKA.ENG,0.2731707317073171,0.18333333333333332,0.04999999999999999
2006,X-Men.The.Last.Stand.PROPER.DVDRip.XviD-DoNEINGLES,0.23243243243243247,0.1852941176470588,-0.06857142857142859
1986,The. Karate. Kid. Part. II. 1986. 1080p. BluRay. x264-LCHD. ENG,0.6666666666666666,0.55,0.4820512820512821
1999,The.Sixth.Sense.1999.REMASTERED.720p.BluRay.x264-iLLUSiON,0.5026315789473685,0.40606060606060607,0.31724137931034474
1983,Staying.Alive.1983.DVDRip.XviD.AR - ENG,0.19999999999999998,0.05,0.15
1987,The.Witches.Of.Eastwick.1987.1080p.Bluray.X264-BRMP.ENG,-0.08627450980392157,-0.05833333333333329,-0.19183673469387755
1999,Toy.Story.2.1999.DVDRip.XviD-ShitBusters,0.474074074074074,0.4244897959183674,0.5192982456140353
1978,Jaws.2.ENG.25FPS,0.2731707317073171,0.1833333333333333,0.1090909090909091
2012,Brave.2012.720p.BluRay.x264.AC3-HDChina,0.41621621621621624,0.41176470588235287,0.2588235294117647
2018,Avengers Infinity War 2018 NEW PROPER HD-CAM 720p Hindi + English X264 CPG - KatmovieHD.Ney,0.20000000000000004,0.09999999999999999,0.1476190476190476
1989,Batman.1989.720p.BluRay.x264-SiNNERS.ENG,0.0,-0.22000000000000003,-0.24666666666666665
1990,Total.Recall.1990.BluRay.1080p.x264.DTS.dxva-xander.ENG,0.2844444444444444,0.1292682926829268,0.3521739130434782
2008,devise-twilight.en,0.3313432835820896,0.1965517241379311,0.24354838709677418
1983,Flashdance.[Flashdance].1983.DVDRip.XviD.telumethar.eDonkers.cd1.ENG,0.23333333333333336,0.2,0.26363636363636367
1994,Interview.with.the.Vampire.2008.720p.BluRay.x264-ESiR.ENG,-0.49454545454545457,-0.48518518518518516,-0.40408163265306124
2005,Batman.Begins.2005.1080p.HDDVD.x264-hV.ENG,0.2610169491525423,0.1309090909090909,0.2
2011,Rise.of.the.Planet.of.the.Apes.2011.BluRay.1080p.DTS.x264-CHD,0.7428571428571429,0.6432432432432432,0.7317073170731706
1992,Aladdin.1992.1080p.BluRay.X264-AMIABLE,0.5451612903225806,0.47931034482758617,0.6151515151515152
2010,nedivx-shrek4.en,2.4135283144025138e-17,0.09000000000000002,-0.10434782608695652
1985,Back.To.The.Future.1985.720p.BluRay.x264.DTS-WiKi.eng,0.43382352941176466,0.2898305084745763,0.4586666666666667
2023,Guardians.of.the.Galaxy.Vol.3.2023.1080p.WEB-DL.DDP5.1.Atmos.H.264-CMRG (v2),0.2363636363636364,0.15423728813559323,0.023188405797101453
1977,Star.Wars.Episode.IV.A.New.Hope.(1977).DVDRip.XviD-UnSeeN,0.6107692307692308,0.4631578947368421,0.6015873015873016
2013,Monsters University,0.32307692307692315,0.30967741935483867,0.4864864864864865
1986,Out.Of.Africa.1985.REMASTERED.720p.BluRay.DTS.x264-PublicHD,0.4749999999999999,0.35192307692307695,0.3176470588235294
2013,Fast.And.Furious.6.2013.1080p.WEB-DL.H264-BLUEBIRD,0.4388059701492537,0.3620689655172414,0.44084507042253523
1987,Platoon 1986 H264 Special Edition DVDRip,-0.15555555555555553,-0.2549019607843138,-0.31698113207547174
2004,The.Bourne.Supremacy.2004.720p.BluRay.DTS.x264-ESiR,0.04444444444444442,-0.006451612903225803,-0.14324324324324325
2009,Ice.Age.3 .R5.LINE.XviD-COALiTiON (Edited),0.3409090909090909,0.24210526315789474,0.4333333333333333
1984,Ghostbusters.1984.SE.DVDRip.XviD-UnSeeN.en,0.49811320754716987,0.3285714285714285,0.5410714285714285
1980,Any.Which.Way.You.Can.1980.XViD.5.1.AC3-ShitBusters.ENG,0.3918918918918919,0.2718749999999999,0.20999999999999996
2020,Jumanji.The.Next.Level.2019.HC.720p.HDRip.800MB.x264-GalaxyRG,0.3918918918918919,0.30937499999999996,0.2694444444444445
2012,The.Twilight.Saga.Breaking.Dawn.Part.2.2012.NEW.TS.XviD.AC3-ADTRG,0.6666666666666667,0.5486486486486486,0.5058823529411764
2016,Deadpool,0.03692307692307691,-0.04482758620689656,0.07619047619047618
2022,Thor.Love.and.Thunder.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO,0.1731343283582089,0.2706896551724138,0.15625
2015,Jurassic World,0.028571428571428567,-0.09999999999999999,-0.1109090909090909
2013,Man.Of.Steel.2013.720p.BluRay.x264-Felony,0.6307692307692307,0.4915254237288135,0.5583333333333333
1992,The Hand That Rocks the Cradle [1992],0.3285714285714285,0.21315789473684213,0.18000000000000002
1999,The.Mummy.1999.Blu-ray.720p.x264.DTS-CHD.ENG,0.3181818181818181,0.2842105263157895,0.391304347826087
2009,Monsters Vs Aliens[2009]DvDrip-aXXo,0.5702127659574469,0.5024390243902439,0.5938775510204082
2000,The.Perfect.Storm.2000.720p.BluRay.DDEX.x264-ESiR.ENG,0.19999999999999998,0.13636363636363635,0.13200000000000003
2014,Big.Hero.6.2014.720p.BluRay.x264-SPARKS,0.5261538461538462,0.46491228070175444,0.6522388059701493
1977,The.exorcist.II.-.the.heretic.[shareprovider.com],0.13999999999999999,0.12,-0.02571428571428572
2007,300.eng,-0.284,-0.13958333333333334,-0.05909090909090906
1986,Crocodile.Dundee.1986.720p.BluRay.X264-AMIABLE,0.5630434782608694,0.46499999999999997,0.4931818181818182
1988,Moonstruck.1987.DVDRip.XviD-Shoo.ENG,0.42452830188679247,0.33695652173913043,0.1744186046511628
1983,Octopussy.1983.DVD5.720p.HDTV.x264-NBS.eng,0.30555555555555564,0.1645161290322581,0.31794871794871793
2008,Madagascar-Escape.2.Africa[2008]DvDrip-aXXo.en,0.44426229508196724,0.33396226415094343,0.3901639344262295
1996,Mission.Impossible.1996.720p.BluRay.DD.x264-ESiR.ENG,0.2827586206896552,0.156,0.27999999999999997
2002,Men.In.Black.II.2002.1080p.Blu-ray.AVC.DTS-HD.MA.5,0.43111111111111095,0.3461538461538462,0.41111111111111115
1980,Stir Crazy,0.41111111111111115,0.3902439024390243,0.48085106382978715
2008,Horton Hears a Who![2008]DvDrip AC3[Eng]-FXG,0.8615384615384616,0.7999999999999999,0.7454545454545454
1984,Gremlins. 1984. 1080p. Bluray. X264-DIMENSION. ENG,0.19999999999999998,0.015789473684210523,0.16956521739130437
2014,The.Hunger.Games.Mockingjay.Part.1.2014.720p.BluRay.x264-SPARKS,0.617241379310345,0.584313725490196,0.5
1992,Basic.Instinct.1992.720p.HDDVD.x264-ESiR,-0.06999999999999999,-0.23111111111111107,-0.2086956521739131
2021,F9. The. Fast. Saga. 2021. THEATRICAL. 1080p. BluRay. x264-RUSTED,0.08888888888888886,-0.013333333333333346,0.21176470588235297
2018,Jurassic World Fallen Kingdom (2018) 720p English HDCAM-Rip - x264 - MP3 750MB,-6.308085367188389e-18,-0.09500000000000001,-0.040909090909090964
1996,A.Time.To.Kill.1996.1080p.BluRay.x264-VOA,0.3452631578947369,0.30109890109890103,0.18375
1989,Honey.I.Shrunk.The.Kids.1989.DVDRip.XviD.ENG,0.2692307692307692,0.1282051282051282,0.1810810810810811
2014,Maleficent.2014.720p.BluRay.x264-SPARKS,0.038709677419354806,-0.007407407407407393,-0.072
1989,Parenthood (1989),0.2875000000000001,0.2661290322580645,0.16176470588235295
2007,POTC 3 - At Worlds End (2007) 720p BluRay AC3 x264 - AdiT.english,0.21874999999999997,0.2072727272727273,0.26231884057971017
2010,timpe-inception,0.2307692307692308,0.15517241379310343,0.19428571428571428
2011,Transformers.Dark.Of.The.Moon.2011.BluRay.720p.DTS.x264-CHD.eng,0.19999999999999993,-0.031578947368421054,0.16296296296296295
2007,Ratatouille.2007.720p.BluRay.DTS.x264-ESiR.ENG,0.42,0.2907407407407408,0.34375
2017,The.Fate.of.the.Furious.2017.720p.BluRay.x264-SPARKS,0.23333333333333336,0.12542372881355934,0.31029411764705883
2023,Oppenheimer,0.19342105263157894,0.14887218045112782,0.21636363636363629
2021,Eternals.2021.1080p.WEB-DL.DDP5.1.H.264-EVO.v2,0.44626865671641786,0.3870967741935484,0.29354838709677417
1999,[HDteam] Austin.Powers.La.Espia.que.me.Achucho.1999.[1080p].[BluRay].[x264].[Dual].[Subs]-by Ruben,0.35,0.238,0.34461538461538466
1981,History.Of.The.World.Part.I.1981.1080p.BluRay.x264-CiNEFiLE.ENG,0.16279069767441856,0.05641025641025639,0.21590909090909097
2002,[TLOTR]The.Two.Towers.CD1[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo,0.30930232558139525,0.12307692307692307,0.06666666666666667
1994,True.Lies.1994.720p.DTheater.DD5.1.x264-EbP,0.1891891891891892,0.01818181818181818,0.21066666666666664
1997,George Of The Jungle (1997).en,0.49090909090909096,0.3958333333333333,0.4944444444444444
1977,Saturday.Night.Fever.1977.720p.BluRay.x264-CiNEFiLE.ENG,-0.1366666666666667,-0.39375000000000004,-0.24716981132075475
1981,For.Your.Eyes.Only.1981.REAL.REPACK.1080p.BluRay.x264-RoCKRioT.ENG,0.36944444444444446,0.2290322580645161,0.3743589743589743
2003,Terminator.3.2003.720p.HDDVD.x264-ESiR.ENG,0.4162162162162162,0.31875,0.08648648648648646
2018,The.Grinch.2018.1080p.WEB-DL.X264.DD5.1-SeeHD,0.12295081967213112,0.13207547169811323,0.03620689655172415
1989,Dead Poets Society 1989 ENG 25fps SDH utf-8,0.6395061728395061,0.547887323943662,0.692857142857143
1994,Clear.And.Present.Danger.1994.1080p.HDDVD.x264-hV.ENG,0.013461538461538452,-0.055555555555555546,0.07547169811320756
1997,Men.In.Black.1997.1080p.Blu-ray.AVC.DTS-HD.MA.5.1-CHDBits.english,0.3818181818181817,0.3789473684210526,0.4282608695652175
2022,Jurassic World  Dominion,0.3644736842105263,0.29848484848484846,0.33972602739726027
1980,SW.Episode.5.The.Empire.Strikes.Back.1980.BluRay.1080p.DTSES6.1.x264-CHD.eng,0.23921568627450981,0.13636363636363635,0.18846153846153846
1989,Look Who Is Talking Eng,0.33055555555555555,0.2709677419354839,0.2861111111111111
2009,Up.2009.480p.BRRip.XviD.AC3-ViSiON,0.2085106382978723,0.17560975609756097,0.15111111111111114
1993,Mrs.Doubtfire.1993.720p.BluRay.x264-SiNNERS,0.5072463768115941,0.39833333333333343,0.3875
2007,The.Simpsons.Movie[2007]DvDrip.AC3[Eng]-aXXo,0.33111111111111113,0.2666666666666666,0.16444444444444448
1996,Ransom EN,-0.19090909090909094,-0.28032786885245903,-0.3111111111111111
1997,Liar Liar,-0.02641509433962264,0.016666666666666684,-0.01960784313725491
1991,Dances.With.Wolves.1990.Directors.Cut.BRRip.XviD.AC3-FLAWL3SS.fixed,0.7652173913043478,0.6655737704918032,0.5763636363636363
1987,The.Secret.of.My.Success.1987.720p.BluRay.X264-AMIABLE,0.33448275862068966,0.264,0.44307692307692303
2000,Erin Brokovich.2000.BluRay.1080p.x264-HQF.ENG,0.7584415584415584,0.6588235294117647,0.6454545454545455
1990,The.Hunt.For.Red.October.1990.720p.HDDVD.x264-SiNNERS.ENG,0.5854545454545454,0.4604166666666666,0.5527272727272726
1990,Driving Miss Daisy,0.5413043478260869,0.41,0.3527777777777777
1983,Tootsie,0.605128205128205,0.5614285714285714,0.44531250000000006
1988,Coming.To.America.1988.1080p.BluRay.x264-Japhson.ENG,0.6530612244897959,0.5697674418604651,0.45499999999999996
2012,The.Dark.Knight.Rises.2012.720p.BluRay.x264-SPARKS,0.09859154929577464,0.02318840579710144,-0.15
2007,Tranformers.2007.1080p.BluRay.DTS.x264-ESiR.ENG,0.36385542168674695,0.25833333333333336,0.40705882352941175
1981,the cannonball run eng bluray,0.425,0.27692307692307694,0.46875
2002,Star.Wars.Episode.II.Attack.of.the.Clones.(2002).DVDRip.XviD-UnSeeN,0.088,0.03488372093023256,0.16727272727272727
2021,Spider-Man No Way Home.2022.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO,0.2873684210526316,0.2233333333333333,0.2936842105263158
2002,A.Beautiful.Mind.2001.BluRay.720p.DTS.x264-CHD.eng,0.18309859154929573,0.14193548387096774,0.21250000000000002
2012,MSAR. EN2,0.567857142857143,0.46938775510204084,0.6372881355932204
2000,Meet.the.Parents.2000.HD-DVD-Rip.x264.1080p.DTS-de[42].ENG,0.22656249999999997,0.09272727272727273,0.02807017543859648
2005,Star.Wars.Episode.III.Revenge.of.the.Sith.(2005).DVDRip.XviD-UnSeeN,-0.22807017543859653,-0.28703703703703703,-0.3410714285714286
1997,Face.Off.1997.1080p.BD9.OXiDE.ENG,0.2488888888888889,0.0023255813953487942,0.06666666666666667
2015,Minions.2015.720p.BluRay.x264-GECKOS,0.24545454545454545,0.06999999999999998,0.28297872340425534
1978,Superman.1978.Special.Edition.720p.BluRay.x264.DTS-WiKi.eng,0.6046153846153847,0.42881355932203385,0.4285714285714285
2003,X2 X-Men United 2003 Dvdrip Xvid Ac3.5.1Ch Cd1-Waf,0.06666666666666667,0.12,0.04000000000000001
2008,Indiana.Jones.And.The.Kingdom.Of.The.Crystal.Skull[2008]DvDrip-aXXo.en,0.24418604651162787,0.19459459459459458,0.37021276595744684
1994,The.Mask.1994.BluRay.1080p.DTS.x264.dxva-EuReKA.ENG,0.5702127659574469,0.43902439024390244,0.5531914893617023
1986,Aliens.1986.Special.Edition.720p.BluRay.x264.DTS-WiKi.EN,0.3212121212121212,0.24736842105263157,0.21818181818181814
1986,Ruthless.People.1986.German.DL.720p.HDTV.DD5.1.x264.eng,-0.02222222222222222,-0.15306122448979592,-0.0895833333333333
2004,Shark Tale.en,0.3826923076923076,0.2533333333333333,0.37647058823529417
2017,Thor.Ragnarok.2017.720p.WEB-DL.H264.AC3-EVO,0.215625,0.1016949152542373,0.23939393939393938
2017,Logan,-0.11044776119402988,-0.11935483870967739,-0.3318840579710145
1987,Fatal Attraction 1987 1080p BluRay Remux AVC TrueHD 5. 1 COMM-KESH. EN 23. 976,-0.4054545454545455,-0.4120000000000001,-0.30425531914893617
2005,War.of.the.Worlds.2005.mHD.Bluray.DD5.1.x264-EPiK.eng,-0.08571428571428569,-0.04285714285714285,-0.21000000000000005
1987,Predator.1987.DVDRip.XviD.ShitBusters.ENG,-0.2,-0.16666666666666669,-0.3333333333333333
1983,Mr. Mom. 1983. DVDRip. x264-NoRBiT,0.307843137254902,0.26956521739130435,0.2723404255319149
2019,Aladdin.2019.720p.WEB-DL.x264.AAC-BonsaiHD,0.5031914893617021,0.3209302325581395,0.5453608247422682
1995,Apollo.13.1995.DVDRip.Xvid.AC3-GoRDo.ENG,0.6499999999999999,0.5604938271604937,0.696808510638298
2008,TheDarkKnight 2008 DVD-NikonXp.EN,0.0776470588235294,-0.05066666666666667,-0.15000000000000002
2000,What.Lies.Beneath.2000.720p.WEB-DL.DD5.1.H.264-ViGi,-0.16000000000000003,-0.23333333333333334,-0.2780487804878049
1979,Star Trek - The Motion Picture,0.5222222222222221,0.3957446808510638,0.4771929824561404
1985,Beverly. Hills. Cop. 1984. 720p. BluRay. x264. DTS-WiKi. eng,0.09767441860465115,0.0,0.12631578947368421
1991,City.Slickers.1991.1080p.X264.BluRay.X264-AMIABLE,0.32,0.23035714285714287,0.20909090909090913
2019,Frozen.II.2019.DVDScr.XVID.AC3.HQ.Hive-CM8,0.6767123287671232,0.596875,0.6304347826086957
1981,The.Great.Muppet.Caper.1981.AE.DVDRip.XviD-Shoo.ENG,0.39666666666666667,0.30961538461538457,0.39999999999999997
2023,Spider Man Across the Spider Verse 2023 1080p V3 NEW No Chew Edition HDTS Video X264 Will1869,0.23177570093457942,0.23958333333333343,0.23214285714285718
2005,The.Chronicles.Of.Narnia.2005.BluRay.1080p.DTS.x264.dxva-EuReKA.ENG,0.5392857142857144,0.38367346938775504,0.39583333333333326
1985,Cocoon.1985.1080p.BluRay.x264-CiNEFiLE.ENG,0.7457627118644068,0.6461538461538461,0.6615384615384615
2007,Shrek.the.Third.(2007).DVDRip.AC3.XviD-UnSeeN,0.40377358490566034,0.3869565217391304,0.2693877551020409
1989,Rain Man (1988).eng,0.27375000000000005,0.09859154929577461,0.023749999999999997
2014,Dawn.of.the.Planet.of.the.Apes.2014.1080p.BluRay.x264-SPARKS,0.16111111111111115,0.05757575757575755,-0.12352941176470589
1993,Cliffhanger.1993.Blu-ray.720p.x264.DTS-CHD.ENG,0.09333333333333332,-0.029268292682926838,0.0049999999999999906
2006,Superman.Returns.2006.1080p.BluRay.x264-HANGOVER.ENG,-0.04166666666666673,-0.10476190476190475,0.006521739130434789
1978,Every.Which.Way.But.Loose.1978.1080p.BluRay.x264-aAF.ENG,0.08333333333333331,-0.049999999999999996,-0.07352941176470587
1983,WarGames.1983.1080p.BluRay.H264.AAC-RARBG.Hi,0.13913043478260867,0.15666666666666665,0.1864864864864865
1990,Pretty.Woman.1990.720p.BluRay.x264-AVS720.eng,0.3910447761194029,0.195,0.24754098360655735
2006,Over.The.Hedge[2006]DvDrip.AC3[Eng]-aXXo,0.4133333333333333,0.3346153846153846,0.42
2007,I.Am.Legend[2007]DvDrip[Eng]-aXXo.en,0.19999999999999998,0.1,-0.09999999999999999
1990,back.to.the.future.part.3.1990.720p.bluray.x264-nezu.eng,0.56,0.4979166666666666,0.6017543859649123
2015,Furious.Seven.2015.EXTENDED.720p.BluRay.x264-SPARKS,0.5944444444444442,0.5092307692307693,0.6
1996,The.Rock.1996.CRiTERiON.DVDRip.XviD.AC3-UnSeeN,0.07538461538461537,-0.033928571428571426,0.04626865671641791
1978,Grease,0.1222222222222222,0.022222222222222223,0.2411764705882353
1977,The.Spy.Who.Loved.Me.1977.DVD5.720p.HDTV.x264-NBS.eng,0.3297297297297298,0.18749999999999997,0.30270270270270266
2005,Madagascar[2005]DvDrip-aXXo.en,0.196078431372549,0.1434782608695652,0.19615384615384618
2002,Harry.Potter.and.the.Chamber.of.Secrets.2002.720p.HDDVD.DTS.x264-ESiR.ENG,0.21875,0.1593220338983051,0.15084745762711868
1992,Sister Act (1992)(includes lyrics),0.57875,0.5243243243243243,0.5405405405405405
2007,Harry.Potter.and.the.Order.of.the.Phoenix.2007.720p.BluRay.DTS.x264-ESiR.ENG,0.4666666666666666,0.36923076923076925,0.22352941176470587
1991,Teenage Mutant Ninja Turtles 2,0.22790697674418603,0.23076923076923078,0.40425531914893625
2006,Pirates.of.the.Caribbean.Dead.Mans.Chest.2006.DIRFIX.DVD9.720p.BluRay.x264-REVEiLLE.eng,0.2701754385964913,0.15714285714285714,0.23793103448275857
2021,Shang-Chi. And. The. Legend. Of. The. Ten. Rings. 2021. 1080p. BluRay. x264-VETO,0.18275862068965515,0.15636363636363634,0.2745454545454546
2013,Star.Trek.Into.Darkness.2013.BluRay.720p.x264-HDWinG,0.4453333333333333,0.31846153846153846,0.4354430379746835
2010,despicable.me.dvdrip.xvid-imbt.en,0.2048780487804878,0.031578947368421054,0.16818181818181815
2003,Bad.Boys.II.2003.720p.BluRay.X264-AMIABLE,-0.0569620253164557,-0.25405405405405407,-0.07826086956521738
2008,Hancock.720p.BluRay.x264-REFiNED.ENG,0.3769230769230768,0.19555555555555557,0.23061224489795917
2001,Pearl.Harbor.2001.DVD9.720p.BluRay.x264-hV,0.3999999999999999,0.2722222222222222,0.43539823008849554
2019,Captain Marvel (2019).[720p HQ DVDScr - HQ Line Audios - [Hindi + Eng] - x264 - 950MB],0.7157894736842105,0.616,0.752542372881356
2017,Guardians.of.the.Galaxy.Vol.2.2017.720p.BluRay.x264-SPARKS,0.16285714285714284,0.09692307692307689,0.224
2020,The.Invisible.Man.2020.HDRip.XviD.AC3-EVO,-0.326530612244898,-0.26511627906976737,-0.18604651162790692
2020,The Call of the Wild.2020.HDRip.XviD.AC3-EVO,0.23499999999999996,0.13714285714285715,0.32631578947368417
2021,Free.Guy.2021.BDRip.XviD.AC3-EVO.v2,0.7022222222222222,0.5848101265822784,0.6850574712643677
2004,H.P.3-Prisoner.Of.Azkaban[2004]DvDrip-aXXo,0.3866666666666667,0.2384615384615385,0.28070175438596495
2021,No.Time.to.Die.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG,0.1388888888888889,-0.007575757575757599,-0.02307692307692308
2012,The.Hunger.Games.2012.720p.BluRay.x264.DTS-HDChina.eng,0.4462962962962963,0.3382978723404255,0.20652173913043478
1990,Die.Hard.2.1990.1080p.BluRay.x264-WPi.ENG,-0.09882352941176473,-0.17272727272727273,-0.11341463414634145
2016,Captain.America.Civil.War.2016.720p.BluRay.X264-AMIABLE,0.1481012658227848,0.18235294117647055,0.07906976744186046
1987,Stakeout (ENG),-0.19245283018867926,-0.22499999999999992,-0.2272727272727273
2011,Fast.Five.2011.720p.BluRay.x264.DTS-WiKi.eng,0.6535714285714287,0.5551020408163265,0.6949152542372882
